"id","symbol","fee","side","executed_timestamp","order_id","executed_price","executed_quantity","fee_asset","is_maker","realized_pnl","match_id"
474844970,"PERP_BTC_USDC",0.147361,"BUY",1729686993190,4777515633,66342.7,0.03702,"USDC",1,-0.57963394,1729686993190366700
474844943,"PERP_BTC_USDC",1.619322,"SELL",1729686950277,4777515125,66324.3,0.06782,"USDC",0,0,1729686950277713700
474844942,"PERP_BTC_USDC",2.519756,"SELL",1729686950277,4777515125,66325.4,0.10553,"USDC",0,0,1729686950277702100
474844941,"PERP_BTC_USDC",1.439807,"SELL",1729686950277,4777515125,66326.1,0.0603,"USDC",0,0,1729686950277688300
474844940,"PERP_BTC_USDC",0.900033,"SELL",1729686950277,4777515125,66333,0.03769,"USDC",0,0,1729686950277671400
474844939,"PERP_BTC_USDC",0.719983,"SELL",1729686950277,4777515125,66333.4,0.03015,"USDC",0,0,1729686950277645600
474794195,"PERP_BTC_USDC",1.505988,"BUY",1729625349080,4776993095,67537.9,0.06194,"USDC",0,-8.646824,1729625349080415500
474794194,"PERP_BTC_USDC",0.2976,"BUY",1729625349080,4776993095,67537.9,0.01224,"USDC",0,-1.708704,1729625349080390700
474790854,"PERP_BTC_USDC",1.799859,"SELL",1729620364586,4776950826,67398.3,0.07418,"USDC",0,0,1729620364586689300
474787288,"PERP_ETH_USDC",0.081284,"SELL",1729616929369,4776916719,2613.29,0.0864,"USDC",0,0.63936,1729616929369658600
474787287,"PERP_ETH_USDC",1.31646,"SELL",1729616929369,4776916719,2613.33,1.3993,"USDC",0,10.410792,1729616929369647600
474787286,"PERP_ETH_USDC",1.31646,"SELL",1729616929369,4776916719,2613.33,1.3993,"USDC",0,10.410792,1729616929369632800
474787284,"PERP_ETH_USDC",0.901334,"SELL",1729616929369,4776916719,2613.47,0.958,"USDC",0,7.26164,1729616929369621800
474787283,"PERP_ETH_USDC",1.799758,"SELL",1729616929369,4776916719,2613.48,1.9129,"USDC",0,14.518911,1729616929369590300
474787278,"PERP_BTC_USDC",1.268493,"SELL",1729616925692,4776916691,67116,0.0525,"USDC",0,7.4001573,1729616925692488200
474787277,"PERP_BTC_USDC",7.19948,"SELL",1729616925692,4776916691,67116,0.29797,"USDC",0,42.0004737,1729616925692464400
474785578,"PERP_ETH_USDC",5.399728,"BUY",1729615777796,4776903017,2605.89,5.7559,"USDC",0,0,1729615777796404000
474785462,"PERP_BTC_USDC",1.403363,"BUY",1729615680528,4776901847,66979.9,0.0582,"USDC",0,0,1729615680528408300
474785461,"PERP_BTC_USDC",2.334116,"BUY",1729615680528,4776901847,66979.9,0.0968,"USDC",0,0,1729615680528370400
474785460,"PERP_BTC_USDC",2.561017,"BUY",1729615680528,4776901847,66979.9,0.10621,"USDC",0,0,1729615680528323800
474785459,"PERP_BTC_USDC",0.901336,"BUY",1729615680528,4776901847,66979.9,0.03738,"USDC",0,0,1729615680528244700
474785383,"PERP_BTC_USDC",0.208393,"BUY",1729615633484,4776901211,66947.1,0.05188,"USDC",1,0,1729615633484440300
474784902,"PERP_BTC_USDC",5.913935,"SELL",1729615307173,4776897235,66909.4,0.24552,"USDC",0,-23.56626685,1729615307173172200
474784901,"PERP_BTC_USDC",0.899187,"SELL",1729615307173,4776897235,66909.7,0.03733,"USDC",0,-3.57192556,1729615307173156900
474784900,"PERP_BTC_USDC",0.376251,"SELL",1729615307173,4776897235,66910.4,0.01562,"USDC",0,-1.48366759,1729615307173130800
474784228,"PERP_BTC_USDC",1.086977,"BUY",1729614704160,4776890184,67008,0.04506,"USDC",0,0,1729614704160847600
474784227,"PERP_BTC_USDC",1.274629,"BUY",1729614704160,4776890184,67006.7,0.05284,"USDC",0,0,1729614704160839700
474784225,"PERP_BTC_USDC",1.274388,"BUY",1729614704160,4776890184,67006.7,0.05283,"USDC",0,0,1729614704160829700
474784224,"PERP_BTC_USDC",0.00772,"BUY",1729614704160,4776890184,67006.7,0.00032,"USDC",0,0,1729614704160821200
474784222,"PERP_BTC_USDC",0.00772,"BUY",1729614704160,4776890184,67006.7,0.00032,"USDC",0,0,1729614704160804400
474784221,"PERP_BTC_USDC",0.521045,"BUY",1729614704160,4776890184,67006.7,0.0216,"USDC",0,0,1729614704160755000
474784220,"PERP_BTC_USDC",0.028706,"BUY",1729614704160,4776890184,67005.4,0.00119,"USDC",0,0,1729614704160745500
474784219,"PERP_BTC_USDC",0.105172,"BUY",1729614704160,4776890184,67005.4,0.00436,"USDC",0,0,1729614704160736300
474784218,"PERP_BTC_USDC",0.719774,"BUY",1729614704160,4776890184,67003,0.02984,"USDC",0,0,1729614704160716800
474784217,"PERP_BTC_USDC",0.900682,"BUY",1729614704160,4776890184,67003,0.03734,"USDC",0,0,1729614704160701000
474784216,"PERP_BTC_USDC",1.27287,"BUY",1729614704160,4776890184,67003,0.05277,"USDC",0,0,1729614704160664800
474722023,"PERP_BTC_USDC",0.48931,"SELL",1729566841144,4740341552,67453.7,0.02015,"USDC",0,2.585245,1729566841144100900
474722022,"PERP_BTC_USDC",0.901641,"SELL",1729566841144,4740341552,67453.7,0.03713,"USDC",0,4.763779,1729566841144087000
474722021,"PERP_BTC_USDC",0.427144,"SELL",1729566841144,4740341552,67453.7,0.01759,"USDC",0,2.256797,1729566841144071700
474722020,"PERP_BTC_USDC",7.199766,"SELL",1729566841144,4740341552,67453.7,0.29649,"USDC",0,38.039667,1729566841144048000
474721636,"PERP_BTC_USDC",1.276329,"BUY",1729566338853,4740336516,67325.4,0.05266,"USDC",0,0,1729566338853823700
474721635,"PERP_BTC_USDC",2.690323,"BUY",1729566338853,4740336516,67325.4,0.111,"USDC",0,0,1729566338853810000
474721634,"PERP_BTC_USDC",2.513635,"BUY",1729566338853,4740336516,67325.4,0.10371,"USDC",0,0,1729566338853790200
474721633,"PERP_BTC_USDC",2.520421,"BUY",1729566338853,4740336516,67325.4,0.10399,"USDC",0,0,1729566338853763000
474705951,"PERP_ETH_USDC",2.756155,"SELL",1729556263109,4740193952,2660.36,2.8778,"USDC",0,-54.85384635,1729556263109271600
474705950,"PERP_ETH_USDC",0.413741,"SELL",1729556263109,4740193952,2660.37,0.432,"USDC",0,-8.23004709,1729556263109262600
474705949,"PERP_ETH_USDC",0.897461,"SELL",1729556263109,4740193952,2660.56,0.937,"USDC",0,-17.67278974,1729556263109232600
474705948,"PERP_ETH_USDC",0.719941,"SELL",1729556263109,4740193952,2660.77,0.7516,"USDC",0,-14.01811786,1729556263109219800
474705947,"PERP_ETH_USDC",0.574727,"SELL",1729556263109,4740193952,2660.77,0.6,"USDC",0,-11.19062096,1729556263109200400
474698533,"PERP_ETH_USDC",0.631928,"BUY",1729545261775,4740090699,2679.52,0.6551,"USDC",0,0,1729545261775738400
474698532,"PERP_ETH_USDC",1.284479,"BUY",1729545261775,4740090699,2679.48,1.3316,"USDC",0,0,1729545261775730400
474698531,"PERP_ETH_USDC",1.284382,"BUY",1729545261775,4740090699,2679.48,1.3315,"USDC",0,0,1729545261775714600
474698530,"PERP_ETH_USDC",0.719955,"BUY",1729545261775,4740090699,2679.36,0.7464,"USDC",0,0,1729545261775700200
474698529,"PERP_ETH_USDC",0.900699,"BUY",1729545261775,4740090699,2679.31,0.9338,"USDC",0,0,1729545261775680300
474698528,"PERP_ETH_USDC",0.578729,"BUY",1729545261775,4740090699,2679.3,0.6,"USDC",0,0,1729545261775644400
474514094,"PERP_BTC_USDC",1.800986,"BUY",1729288660148,4702054564,68362.1,0.07318,"USDC",0,-4.109292,1729288660148293000
474514052,"PERP_BTC_USDC",0.163764,"SELL",1729288488781,4702053659,68303.3,0.00666,"USDC",0,0,1729288488781651700
474514051,"PERP_BTC_USDC",0.898025,"SELL",1729288488781,4702053659,68305.4,0.03652,"USDC",0,0,1729288488781634000
474514050,"PERP_BTC_USDC",0.737718,"SELL",1729288488781,4702053659,68307.2,0.03,"USDC",0,0,1729288488781605400
474329890,"PERP_ORDER_USDC",0.069911,"BUY",1729100569727,4660563089,0.1198,1621,"USDC",0,0,1729100569728013300
474329889,"PERP_ORDER_USDC",0.145773,"BUY",1729100569727,4660563089,0.1198,3380,"USDC",0,0,1729100569728006100
474329888,"PERP_ORDER_USDC",0.107217,"BUY",1729100569727,4660563089,0.1198,2486,"USDC",0,0,1729100569727984000
474329887,"PERP_ORDER_USDC",0.043092,"BUY",1729100569727,4660563089,0.1197,1000,"USDC",0,0,1729100569727961000
474329886,"PERP_ORDER_USDC",0.360077,"BUY",1729100569727,4660563089,0.1197,8356,"USDC",0,0,1729100569727949800
474329885,"PERP_ORDER_USDC",1.080231,"BUY",1729100569727,4660563089,0.1197,25068,"USDC",0,0,1729100569727929600
474329860,"PERP_ORDER_USDC",0.250365,"BUY",1729100565946,4660563050,0.1197,5810,"USDC",0,0,1729100565946628600
474329859,"PERP_ORDER_USDC",0.107472,"BUY",1729100565946,4660563050,0.1197,2494,"USDC",0,0,1729100565946622500
474329858,"PERP_ORDER_USDC",0.107472,"BUY",1729100565946,4660563050,0.1197,2494,"USDC",0,0,1729100565946610700
474329857,"PERP_ORDER_USDC",0.360207,"BUY",1729100565946,4660563050,0.1196,8366,"USDC",0,0,1729100565946578700
474329856,"PERP_ORDER_USDC",0.360207,"BUY",1729100565946,4660563050,0.1196,8366,"USDC",0,0,1729100565946570800
474329855,"PERP_ORDER_USDC",0.107554,"BUY",1729100565946,4660563050,0.1196,2498,"USDC",0,0,1729100565946560800
474329854,"PERP_ORDER_USDC",0.107382,"BUY",1729100565946,4660563050,0.1196,2494,"USDC",0,0,1729100565946553300
474329853,"PERP_ORDER_USDC",0.107464,"BUY",1729100565946,4660563050,0.1195,2498,"USDC",0,0,1729100565946542000
474329852,"PERP_ORDER_USDC",0.145795,"BUY",1729100565946,4660563050,0.1195,3389,"USDC",0,0,1729100565946530800
474329851,"PERP_ORDER_USDC",0.107637,"BUY",1729100565946,4660563050,0.1195,2502,"USDC",0,0,1729100565946515200
474329850,"PERP_ORDER_USDC",0.042984,"BUY",1729100565946,4660563050,0.1194,1000,"USDC",0,0,1729100565946493400
474327192,"PERP_BTC_USDC",0.513045,"BUY",1729097529159,4660527459,67701.8,0.02105,"USDC",0,-3.62484297,1729097529159755800
474327191,"PERP_BTC_USDC",7.200442,"BUY",1729097529159,4660527459,67697.5,0.29545,"USDC",0,-49.60651768,1729097529159713300
474327190,"PERP_BTC_USDC",0.719917,"BUY",1729097529159,4660527459,67697,0.02954,"USDC",0,-4.94504226,1729097529159681000
474327189,"PERP_BTC_USDC",0.485951,"BUY",1729097529159,4660527459,67696.2,0.01994,"USDC",0,-3.32203523,1729097529159648300
474327188,"PERP_BTC_USDC",2.159418,"BUY",1729097529159,4660527459,67694.2,0.08861,"USDC",0,-14.58534477,1729097529159618600
474327187,"PERP_BTC_USDC",0.901197,"BUY",1729097529159,4660527459,67694,0.03698,"USDC",0,-6.07956991,1729097529159580700
474327185,"PERP_BTC_USDC",2.523741,"BUY",1729097529159,4660527459,67694,0.10356,"USDC",0,-17.02542618,1729097529159545900
474326870,"PERP_BTC_USDC",0.91189,"SELL",1729097174250,4660522781,67544.4,0.22501,"USDC",1,0,1729097174250862600
474326863,"PERP_BTC_USDC",0.465731,"SELL",1729097167176,4660522882,67520.6,0.01916,"USDC",0,0,1729097167176485000
474326862,"PERP_BTC_USDC",0.048615,"SELL",1729097167176,4660522882,67520.6,0.002,"USDC",0,0,1729097167176472800
474326861,"PERP_BTC_USDC",1.282703,"SELL",1729097167176,4660522882,67520.6,0.05277,"USDC",0,0,1729097167176445400
474326860,"PERP_BTC_USDC",7.199614,"SELL",1729097167176,4660522882,67520.6,0.29619,"USDC",0,0,1729097167176422000
474322687,"PERP_ORDER_USDC",0.016535,"BUY",1729094140377,4660475606,0.1193,385,"USDC",0,0,1729094140377943800
474322686,"PERP_ORDER_USDC",0.107671,"BUY",1729094140377,4660475606,0.1193,2507,"USDC",0,0,1729094140377937400
474322685,"PERP_ORDER_USDC",0.107924,"BUY",1729094140377,4660475606,0.1192,2515,"USDC",0,0,1729094140377930200
474322684,"PERP_ORDER_USDC",0.042912,"BUY",1729094140377,4660475606,0.1192,1000,"USDC",0,0,1729094140377923000
474322683,"PERP_ORDER_USDC",0.145815,"BUY",1729094140377,4660475606,0.1192,3398,"USDC",0,0,1729094140377914000
474322682,"PERP_ORDER_USDC",0.107924,"BUY",1729094140377,4660475606,0.1192,2515,"USDC",0,0,1729094140377905200
474322681,"PERP_ORDER_USDC",0.360202,"BUY",1729094140377,4660475606,0.1191,8401,"USDC",0,0,1729094140377880600
474322680,"PERP_ORDER_USDC",0.360073,"BUY",1729094140377,4660475606,0.1191,8398,"USDC",0,0,1729094140377873700
474322679,"PERP_ORDER_USDC",0.360073,"BUY",1729094140377,4660475606,0.1191,8398,"USDC",0,0,1729094140377864400
474322670,"PERP_ORDER_USDC",0.107834,"BUY",1729094140377,4660475606,0.1191,2515,"USDC",0,0,1729094140377846300
474322661,"PERP_ORDER_USDC",0.268158,"BUY",1729094126591,4660475380,0.1192,6249,"USDC",0,0,1729094126591260400
474322660,"PERP_ORDER_USDC",0.107753,"BUY",1729094126591,4660475380,0.1192,2511,"USDC",0,0,1729094126591254300
474322659,"PERP_ORDER_USDC",0.107667,"BUY",1729094126591,4660475380,0.1192,2509,"USDC",0,0,1729094126591247600
474322658,"PERP_ORDER_USDC",0.360073,"BUY",1729094126591,4660475380,0.1191,8398,"USDC",0,0,1729094126591240200
474322657,"PERP_ORDER_USDC",0.145779,"BUY",1729094126591,4660475380,0.1191,3400,"USDC",0,0,1729094126591232800
474322656,"PERP_ORDER_USDC",0.360073,"BUY",1729094126591,4660475380,0.1191,8398,"USDC",0,0,1729094126591221800
474322655,"PERP_ORDER_USDC",0.042876,"BUY",1729094126591,4660475380,0.1191,1000,"USDC",0,0,1729094126591213300
474322654,"PERP_ORDER_USDC",0.10822,"BUY",1729094126591,4660475380,0.1191,2524,"USDC",0,0,1729094126591204400
474322653,"PERP_ORDER_USDC",0.10822,"BUY",1729094126591,4660475380,0.1191,2524,"USDC",0,0,1729094126591195600
474322652,"PERP_ORDER_USDC",0.107914,"BUY",1729094126591,4660475380,0.119,2519,"USDC",0,0,1729094126591175400
474238881,"PERP_ORDER_USDC",0.636823,"BUY",1729031016588,4659587091,0.1252,14129,"USDC",0,0,1729031016588504300
474238880,"PERP_ORDER_USDC",0.360198,"BUY",1729031016588,4659587091,0.1251,7998,"USDC",0,0,1729031016588498000
474238879,"PERP_ORDER_USDC",0.360198,"BUY",1729031016588,4659587091,0.1251,7998,"USDC",0,0,1729031016588479500
474238878,"PERP_ORDER_USDC",0.045036,"BUY",1729031016588,4659587091,0.1251,1000,"USDC",0,0,1729031016588472000
474238877,"PERP_ORDER_USDC",0.360108,"BUY",1729031016588,4659587091,0.1251,7996,"USDC",0,0,1729031016588464000
474238876,"PERP_ORDER_USDC",0.040995,"BUY",1729031016588,4659587091,0.125,911,"USDC",0,0,1729031016588428800
474238867,"PERP_ORDER_USDC",0.004647,"BUY",1729031011320,4659587033,0.1253,103,"USDC",0,0,1729031011320375800
474238866,"PERP_ORDER_USDC",0.10272,"BUY",1729031011320,4659587033,0.1252,2279,"USDC",0,0,1729031011320369700
474238865,"PERP_ORDER_USDC",0.10272,"BUY",1729031011320,4659587033,0.1252,2279,"USDC",0,0,1729031011320362800
474238864,"PERP_ORDER_USDC",0.367112,"BUY",1729031011320,4659587033,0.1252,8145,"USDC",0,0,1729031011320352300
474238863,"PERP_ORDER_USDC",0.360153,"BUY",1729031011320,4659587033,0.1251,7997,"USDC",0,0,1729031011320344600
474238862,"PERP_ORDER_USDC",0.360108,"BUY",1729031011320,4659587033,0.1251,7996,"USDC",0,0,1729031011320338000
474238861,"PERP_ORDER_USDC",0.360063,"BUY",1729031011320,4659587033,0.1251,7995,"USDC",0,0,1729031011320324900
474238860,"PERP_ORDER_USDC",0.14571,"BUY",1729031011320,4659587033,0.125,3238,"USDC",0,0,1729031011320295200
474233946,"PERP_ORDER_USDC",0.711678,"BUY",1729026439676,4659539355,0.1259,15702,"USDC",0,0,1729026439676803300
474233945,"PERP_ORDER_USDC",0.101979,"BUY",1729026439676,4659539355,0.1259,2250,"USDC",0,0,1729026439676797700
474233944,"PERP_ORDER_USDC",0.101979,"BUY",1729026439676,4659539355,0.1259,2250,"USDC",0,0,1729026439676791000
474233943,"PERP_ORDER_USDC",0.045288,"BUY",1729026439676,4659539355,0.1258,1000,"USDC",0,0,1729026439676776000
474233942,"PERP_ORDER_USDC",0.102034,"BUY",1729026439676,4659539355,0.1258,2253,"USDC",0,0,1729026439676762600
474233941,"PERP_ORDER_USDC",0.360221,"BUY",1729026439676,4659539355,0.1258,7954,"USDC",0,0,1729026439676588800
474233937,"PERP_ORDER_USDC",0.235996,"BUY",1729026439676,4659539355,0.1258,5211,"USDC",0,0,1729026439676580600
474233936,"PERP_ORDER_USDC",0.145712,"BUY",1729026439676,4659539355,0.1257,3220,"USDC",0,0,1729026439676557800
474233921,"PERP_ORDER_USDC",0.124225,"BUY",1729026435780,4659539304,0.1258,2743,"USDC",0,0,1729026435780492300
474233920,"PERP_ORDER_USDC",0.72017,"BUY",1729026435780,4659539304,0.1258,15902,"USDC",0,0,1729026435780484600
474233919,"PERP_ORDER_USDC",0.360176,"BUY",1729026435780,4659539304,0.1258,7953,"USDC",0,0,1729026435780478000
474233918,"PERP_ORDER_USDC",0.102034,"BUY",1729026435780,4659539304,0.1258,2253,"USDC",0,0,1729026435780471300
474233917,"PERP_ORDER_USDC",0.102034,"BUY",1729026435780,4659539304,0.1258,2253,"USDC",0,0,1729026435780462600
474233916,"PERP_ORDER_USDC",0.145802,"BUY",1729026435780,4659539304,0.1257,3222,"USDC",0,0,1729026435780451600
474233915,"PERP_ORDER_USDC",0.045252,"BUY",1729026435780,4659539304,0.1257,1000,"USDC",0,0,1729026435780333300
474233914,"PERP_ORDER_USDC",0.102134,"BUY",1729026435780,4659539304,0.1257,2257,"USDC",0,0,1729026435780320000
474233913,"PERP_ORDER_USDC",0.102134,"BUY",1729026435780,4659539304,0.1257,2257,"USDC",0,0,1729026435780294700
474218466,"PERP_ORDER_USDC",0.022573,"BUY",1729015184084,4634185684,0.1277,491,"USDC",0,0,1729015184085158400
474218465,"PERP_ORDER_USDC",0.100449,"BUY",1729015184084,4634185684,0.1277,2185,"USDC",0,0,1729015184085151000
474218464,"PERP_ORDER_USDC",0.100463,"BUY",1729015184084,4634185684,0.1276,2187,"USDC",0,0,1729015184085144300
474218463,"PERP_ORDER_USDC",0.100463,"BUY",1729015184084,4634185684,0.1276,2187,"USDC",0,0,1729015184085137700
474218462,"PERP_ORDER_USDC",0.119249,"BUY",1729015184084,4634185684,0.1275,2598,"USDC",0,0,1729015184085130000
474218461,"PERP_ORDER_USDC",0.367292,"BUY",1729015184084,4634185684,0.1275,8002,"USDC",0,0,1729015184085123000
474218460,"PERP_ORDER_USDC",0.100613,"BUY",1729015184084,4634185684,0.1275,2192,"USDC",0,0,1729015184085116400
474218459,"PERP_ORDER_USDC",0.100613,"BUY",1729015184084,4634185684,0.1275,2192,"USDC",0,0,1729015184085109000
474218458,"PERP_ORDER_USDC",0.100626,"BUY",1729015184084,4634185684,0.1274,2194,"USDC",0,0,1729015184085101300
474218457,"PERP_ORDER_USDC",0.100626,"BUY",1729015184084,4634185684,0.1274,2194,"USDC",0,0,1729015184085095000
474218456,"PERP_ORDER_USDC",0.101143,"BUY",1729015184084,4634185684,0.1273,2207,"USDC",0,0,1729015184085078000
474218455,"PERP_ORDER_USDC",0.101143,"BUY",1729015184084,4634185684,0.1273,2207,"USDC",0,0,1729015184085070800
474218454,"PERP_ORDER_USDC",0.145825,"BUY",1729015184084,4634185684,0.1273,3182,"USDC",0,0,1729015184085060900
474218453,"PERP_ORDER_USDC",0.101063,"BUY",1729015184084,4634185684,0.1272,2207,"USDC",0,0,1729015184084797200
474218452,"PERP_ORDER_USDC",0.045756,"BUY",1729015184084,4634185684,0.1271,1000,"USDC",0,0,1729015184084781000
474218451,"PERP_ORDER_USDC",0.100984,"BUY",1729015184084,4634185684,0.1271,2207,"USDC",0,0,1729015184084761900
474218419,"PERP_ORDER_USDC",0.541229,"BUY",1729015172140,4634185598,0.1273,11810,"USDC",0,0,1729015172140785700
474218418,"PERP_ORDER_USDC",0.367266,"BUY",1729015172140,4634185598,0.1273,8014,"USDC",0,0,1729015172140776400
474218417,"PERP_ORDER_USDC",0.100685,"BUY",1729015172140,4634185598,0.1273,2197,"USDC",0,0,1729015172140770000
474218416,"PERP_ORDER_USDC",0.100685,"BUY",1729015172140,4634185598,0.1273,2197,"USDC",0,0,1729015172140764700
474218415,"PERP_ORDER_USDC",0.100743,"BUY",1729015172140,4634185598,0.1272,2200,"USDC",0,0,1729015172140751000
474218414,"PERP_ORDER_USDC",0.100743,"BUY",1729015172140,4634185598,0.1272,2200,"USDC",0,0,1729015172140585500
474218413,"PERP_ORDER_USDC",0.101076,"BUY",1729015172140,4634185598,0.1271,2209,"USDC",0,0,1729015172140564700
474218412,"PERP_ORDER_USDC",0.101076,"BUY",1729015172140,4634185598,0.1271,2209,"USDC",0,0,1729015172140543700
474218411,"PERP_ORDER_USDC",0.145802,"BUY",1729015172140,4634185598,0.127,3189,"USDC",0,0,1729015172140514600
474218410,"PERP_ORDER_USDC",0.100905,"BUY",1729015172140,4634185598,0.127,2207,"USDC",0,0,1729015172140479700
474218409,"PERP_ORDER_USDC",0.04572,"BUY",1729015172140,4634185598,0.127,1000,"USDC",0,0,1729015172140461000
474192924,"PERP_ORDER_USDC",0.956275,"BUY",1729005414542,4634020776,0.1272,20883,"USDC",0,0,1729005414542719200
474192923,"PERP_ORDER_USDC",0.100926,"BUY",1729005414542,4634020776,0.1272,2204,"USDC",0,0,1729005414542704000
474192922,"PERP_ORDER_USDC",0.100926,"BUY",1729005414542,4634020776,0.1272,2204,"USDC",0,0,1729005414542696200
474192921,"PERP_ORDER_USDC",0.3601,"BUY",1729005414542,4634020776,0.1271,7870,"USDC",0,0,1729005414542644500
474192920,"PERP_ORDER_USDC",0.145779,"BUY",1729005414542,4634020776,0.1271,3186,"USDC",0,0,1729005414542637000
474192919,"PERP_ORDER_USDC",0.101076,"BUY",1729005414542,4634020776,0.1271,2209,"USDC",0,0,1729005414542625500
474192918,"PERP_ORDER_USDC",0.045684,"BUY",1729005414542,4634020776,0.1269,1000,"USDC",0,0,1729005414542603800
474192879,"PERP_ORDER_USDC",0.029398,"BUY",1729005409926,4634020665,0.127,643,"USDC",0,0,1729005409927107600
474192878,"PERP_ORDER_USDC",0.100905,"BUY",1729005409926,4634020665,0.127,2207,"USDC",0,0,1729005409927101400
474192877,"PERP_ORDER_USDC",0.360173,"BUY",1729005409926,4634020665,0.1269,7884,"USDC",0,0,1729005409927089700
474192876,"PERP_ORDER_USDC",0.720163,"BUY",1729005409926,4634020665,0.1269,15764,"USDC",0,0,1729005409927078700
474192875,"PERP_ORDER_USDC",0.101419,"BUY",1729005409926,4634020665,0.1269,2220,"USDC",0,0,1729005409927057400
474192874,"PERP_ORDER_USDC",0.101099,"BUY",1729005409926,4634020665,0.1269,2213,"USDC",0,0,1729005409927049200
474192873,"PERP_ORDER_USDC",0.045648,"BUY",1729005409926,4634020665,0.1268,1000,"USDC",0,0,1729005409927029200
474192872,"PERP_ORDER_USDC",0.145755,"BUY",1729005409926,4634020665,0.1268,3193,"USDC",0,0,1729005409927019800
474192871,"PERP_ORDER_USDC",0.101248,"BUY",1729005409926,4634020665,0.1268,2218,"USDC",0,0,1729005409926978000
